CategoryCode,ItemCode,Week,id,WeeklySales
category_2,1071124,w2,6,30
category_2,1067092,w2,6,204
category_1,1048975,w2,6,8
category_2,1105009,w2,6,10
category_2,41830,w2,6,8
category_2,75886,w2,6,3
category_1,839374,w2,6,38
category_1,36898,w2,6,74
category_2,1105027,w2,6,11
category_2,1044502,w2,6,12
category_2,130993,w2,6,43
category_1,371104,w2,6,4
category_1,1032559,w2,6,12
category_3,1066570,w2,6,99
category_2,173617,w2,6,16
category_2,110320,w2,6,49
category_1,1084498,w2,6,18
category_1,145978,w2,6,27
category_2,1090258,w2,6,44
category_1,1047967,w2,6,94
category_1,37510,w2,6,11
category_4,1003147,w2,6,57
category_1,59047,w2,6,15
category_1,3427,w2,6,28
category_2,262384,w2,6,19
category_2,1064473,w2,6,40
category_1,124774,w2,6,22
category_2,1098493,w2,6,12
category_1,1061341,w2,6,72
category_2,837943,w2,6,89
category_3,88450,w2,6,142
category_4,245581,w2,6,56
category_1,1050046,w2,6,17
category_2,836152,w2,6,16
category_3,1047130,w2,6,61
category_2,267496,w2,6,7
category_2,836125,w2,6,42
category_2,745945,w2,6,39
category_1,86992,w2,6,41
category_3,1097143,w2,6,40
category_2,40759,w2,6,62
category_3,16936,w2,6,43
category_1,1056463,w2,6,63
category_4,123307,w2,6,330
category_2,172033,w2,6,178
category_2,1092184,w2,6,16
category_1,1054978,w2,6,62
category_1,119554,w2,6,137
category_2,838456,w2,6,11
category_2,30877,w2,6,72
category_4,1082743,w2,6,2
category_2,399220,w2,6,19
category_2,118033,w2,6,11
category_4,1003156,w2,6,56
category_1,1032550,w2,6,11
category_1,1032586,w2,6,28
category_3,131983,w2,6,30
category_2,99079,w2,6,25
category_1,1075651,w2,6,7
category_1,17296,w2,6,578
category_4,753613,w2,6,40
category_2,1070836,w2,6,27
category_1,1068883,w2,6,5
category_1,1044610,w2,6,8
category_2,132028,w2,6,211
category_4,836584,w2,6,163
category_2,1067074,w2,6,32
category_4,23200,w2,6,80
category_2,124954,w2,6,39
category_4,1024810,w2,6,66
category_2,1101553,w2,6,5
category_3,1013335,w2,6,6
category_1,42424,w2,6,23
category_1,1021264,w2,6,10
category_2,43630,w2,6,24
category_1,1061638,w2,6,51
category_3,1081078,w2,6,19
category_2,138742,w2,6,24
category_1,42496,w2,6,22
category_4,731104,w2,6,23
category_2,1090240,w2,6,19
category_2,815101,w2,6,18
category_2,1101769,w2,6,20
category_2,20824,w2,6,163
category_1,1081339,w2,6,9
category_3,1101661,w2,6,23
category_2,211309,w2,6,10
category_2,1071106,w2,6,25
category_1,142756,w2,6,35
category_2,1076920,w2,6,9
category_3,893824,w2,6,69
category_1,1044682,w2,6,41
category_4,872260,w2,6,11
category_2,9925,w2,6,11
category_2,86974,w2,6,35
category_1,1090105,w2,6,8
category_2,858886,w2,6,9
category_1,839356,w2,6,18
category_2,65788,w2,6,4
category_1,1090114,w2,6,9
category_1,3418,w2,6,46
category_3,1081060,w2,6,84
category_1,1090303,w2,6,5
category_1,1044691,w2,6,13
category_3,169504,w2,6,664
category_1,1030948,w2,6,4
category_2,210868,w2,6,8
category_2,1071115,w2,6,10
category_2,1006009,w2,6,5
category_1,1067119,w2,6,42
category_1,43738,w2,6,5
category_2,1105018,w2,6,6
category_1,416212,w2,6,6
category_3,1081087,w2,6,35
category_1,35449,w2,6,5
category_4,1003183,w2,6,4
category_1,370195,w2,6,44
category_1,1067128,w2,6,3
category_2,1076938,w2,6,17
category_2,32245,w2,6,27
category_3,7666,w2,6,15
category_4,1060909,w2,6,33
category_1,1081321,w2,6,17
category_2,1010068,w2,6,18
category_2,906586,w2,6,11
category_2,87046,w2,6,11
category_2,216151,w2,6,9
category_1,1032568,w2,6,8
category_1,145330,w2,6,3
category_3,1081069,w2,6,17
category_3,1063600,w2,6,7
category_1,38518,w2,6,6
category_2,906595,w2,6,7
category_2,248272,w2,6,30
category_1,1085749,w2,6,7
category_3,132334,w2,6,12
category_2,1098502,w2,6,3
category_1,35584,w2,6,2
category_2,1101571,w2,6,7
category_1,43657,w2,6,14
category_2,213802,w2,6,6
category_2,1101562,w2,6,4
category_2,111382,w2,6,11
category_2,1026871,w2,6,9
category_2,23569,w2,6,30
category_1,48940,w2,6,12
category_4,1074823,w2,6,121
category_2,57058,w2,6,5
category_2,111436,w2,6,2
category_2,1006099,w2,6,4
category_2,1006108,w2,6,4
category_2,87559,w3,7,14
category_2,1006108,w3,7,11
category_2,211309,w3,7,13
category_2,43630,w3,7,31
category_2,1044502,w3,7,17
category_1,3427,w3,7,36
category_2,838456,w3,7,13
category_1,1015621,w3,7,2
category_2,836152,w3,7,16
category_3,1013335,w3,7,5
category_1,1054978,w3,7,39
category_2,1076929,w3,7,5
category_2,1006090,w3,7,16
category_2,1090258,w3,7,2
category_2,111382,w3,7,15
category_1,42424,w3,7,27
category_3,1066570,w3,7,56
category_2,1105009,w3,7,17
category_2,1064473,w3,7,40
category_3,1101661,w3,7,14
category_1,1047967,w3,7,130
category_2,1071106,w3,7,35
category_1,24136,w3,7,17
category_2,836125,w3,7,48
category_2,267478,w3,7,5
category_4,1003183,w3,7,15
category_4,753613,w3,7,34
category_1,1084498,w3,7,15
category_1,1032559,w3,7,13
category_2,1076938,w3,7,6
category_2,1006099,w3,7,21
category_2,1026871,w3,7,14
category_1,76399,w3,7,35
category_2,1101769,w3,7,22
category_2,877624,w3,7,21
category_2,172033,w3,7,177
category_1,1030948,w3,7,9
category_1,1049776,w3,7,18
category_1,1021264,w3,7,5
category_3,1047130,w3,7,55
category_2,1101553,w3,7,9
category_1,371239,w3,7,6
category_2,906595,w3,7,10
category_1,1048975,w3,7,5
category_1,1044691,w3,7,12
category_3,1063600,w3,7,11
category_2,1090249,w3,7,27
category_2,1076920,w3,7,12
category_2,1103056,w3,7,20
category_1,36898,w3,7,58
category_3,132334,w3,7,20
category_2,913561,w3,7,15
category_2,64978,w3,7,7
category_3,7666,w3,7,10
category_1,3418,w3,7,43
category_3,893824,w3,7,66
category_1,124774,w3,7,15
category_1,755584,w3,7,30
category_3,88450,w3,7,123
category_3,131983,w3,7,31
category_2,216151,w3,7,30
category_4,1024810,w3,7,55
category_3,1090024,w3,7,10
category_1,145330,w3,7,8
category_1,43657,w3,7,9
category_1,1058713,w3,7,30
category_2,1006009,w3,7,4
category_1,17296,w3,7,643
category_2,815101,w3,7,22
category_2,906586,w3,7,10
category_2,865933,w3,7,14
category_4,1003192,w3,7,25
category_2,57058,w3,7,10
category_2,1010068,w3,7,16
category_2,999403,w3,7,15
category_1,1090105,w3,7,5
category_2,118033,w3,7,16
category_2,86974,w3,7,1
category_2,23569,w3,7,52
category_2,132028,w3,7,193
category_1,86992,w3,7,33
category_2,59749,w3,7,44
category_2,174436,w3,7,73
category_3,1081087,w3,7,24
category_4,836584,w3,7,123
category_4,1074823,w3,7,345
category_4,123307,w3,7,397
category_2,903976,w3,7,20
category_1,1067119,w3,7,22
category_4,1003147,w3,7,60
category_2,837943,w3,7,79
category_2,117610,w3,7,29
category_2,1092184,w3,7,8
category_4,1060909,w3,7,102
category_2,65788,w3,7,12
category_2,30877,w3,7,131
category_2,248272,w3,7,24
category_2,87046,w3,7,15
category_3,169504,w3,7,686
category_1,1081339,w3,7,29
category_2,111436,w3,7,5
category_2,1090276,w3,7,16
category_2,124954,w3,7,35
category_2,1070836,w3,7,17
category_2,172582,w3,7,9
category_2,110320,w3,7,38
category_3,1081060,w3,7,96
category_1,370195,w3,7,63
category_1,1061341,w3,7,50
category_1,1081321,w3,7,18
category_2,9925,w3,7,11
category_2,20824,w3,7,284
category_2,210868,w3,7,5
category_2,267496,w3,7,15
category_1,42496,w3,7,32
category_2,40759,w3,7,35
category_2,399220,w3,7,19
category_1,1044610,w3,7,3
category_2,1067092,w3,7,111
category_1,145978,w3,7,23
category_2,75886,w3,7,9
category_4,245581,w3,7,88
category_4,872260,w3,7,10
category_1,1032532,w3,7,101
category_4,23200,w3,7,61
category_2,1067074,w3,7,34
category_2,262384,w3,7,7
category_2,745945,w3,7,47
category_2,1070818,w3,7,9
category_2,39436,w3,7,21
category_2,1090240,w3,7,21
category_1,379249,w3,7,29
category_3,1060630,w3,7,40
category_1,1056463,w3,7,39
category_2,130993,w3,7,37
category_2,32245,w3,7,29
category_1,119554,w3,7,127
category_1,1075651,w3,7,13
category_2,1105027,w3,7,10
category_4,1003156,w3,7,89
category_3,1097143,w3,7,9
category_1,1032541,w3,7,257
category_3,37861,w3,7,80
category_1,1032586,w3,7,13
category_1,1090114,w3,7,3
category_1,38518,w3,7,8
category_1,17287,w3,7,12
category_1,43738,w3,7,11
category_1,1032550,w3,7,24
category_2,50785,w3,7,12
category_1,839356,w3,7,57
category_1,1067128,w3,7,5
category_4,1082743,w3,7,9
category_2,1098493,w3,7,8
category_2,138742,w3,7,20
category_2,858886,w3,7,4
category_2,99079,w3,7,15
category_3,16936,w3,7,7
category_1,142756,w3,7,28
category_1,371104,w3,7,6
category_1,1061638,w3,7,25
category_1,1044682,w3,7,23
category_1,1044619,w3,7,13
category_4,731104,w3,7,10
category_2,1105018,w3,7,11
category_2,1071115,w3,7,13
category_1,1032568,w3,7,7
category_2,1101562,w3,7,13
category_1,416212,w3,7,4
category_1,35530,w3,7,18
category_1,48940,w3,7,12
category_2,213802,w3,7,6
category_3,397213,w3,7,18
category_2,41830,w3,7,7
category_1,1068883,w3,7,3
category_2,1071124,w3,7,14
category_1,37510,w3,7,7
category_3,1064572,w3,7,14
category_1,839374,w3,7,19
category_3,1081069,w3,7,19
category_2,225259,w3,7,9
category_1,35584,w3,7,2
category_1,1050046,w3,7,11
category_1,59047,w3,7,3
category_2,687616,w3,7,7
category_2,1098502,w3,7,9
category_2,1101571,w3,7,3
category_3,1081078,w3,7,8
category_1,35449,w3,7,7
category_1,1085749,w3,7,2
category_2,40759,w4,8,34
category_1,1032568,w4,8,10
category_3,1060630,w4,8,34
category_2,1103056,w4,8,17
category_3,1090024,w4,8,20
category_1,1061638,w4,8,21
category_3,131983,w4,8,55
category_2,1098493,w4,8,6
category_1,86992,w4,8,61
category_1,1032541,w4,8,52
category_1,1056463,w4,8,29
category_2,172033,w4,8,99
category_2,130993,w4,8,41
category_1,1084498,w4,8,31
category_2,99079,w4,8,19
category_1,1054978,w4,8,41
category_2,1067074,w4,8,81
category_3,1097143,w4,8,23
category_3,1047130,w4,8,50
category_2,687616,w4,8,10
category_2,132028,w4,8,108
category_2,111382,w4,8,10
category_1,119554,w4,8,139
category_2,838456,w4,8,18
category_3,132334,w4,8,19
category_1,1081339,w4,8,14
category_2,110320,w4,8,40
category_2,216151,w4,8,19
category_2,1090276,w4,8,16
category_2,1070836,w4,8,15
category_2,903976,w4,8,28
category_2,1076938,w4,8,7
category_2,399220,w4,8,13
category_2,1071106,w4,8,20
category_1,371104,w4,8,11
category_3,1013335,w4,8,9
category_3,1066570,w4,8,116
category_1,24136,w4,8,7
category_1,3427,w4,8,52
category_1,124774,w4,8,25
category_4,23200,w4,8,30
category_4,245581,w4,8,54
category_2,1071115,w4,8,14
category_2,836125,w4,8,59
category_1,1047967,w4,8,174
category_4,1003147,w4,8,79
category_1,3418,w4,8,49
category_3,37861,w4,8,83
category_2,124954,w4,8,49
category_2,41830,w4,8,24
category_1,1032532,w4,8,73
category_2,248272,w4,8,29
category_2,87559,w4,8,24
category_2,1044502,w4,8,11
category_2,117610,w4,8,21
category_2,1098502,w4,8,3
category_2,1076920,w4,8,13
category_2,1067092,w4,8,90
category_3,169504,w4,8,720
category_3,1081078,w4,8,22
category_2,43630,w4,8,25
category_3,88450,w4,8,93
category_1,42496,w4,8,24
category_4,1074823,w4,8,365
category_2,9925,w4,8,13
category_2,1064473,w4,8,48
category_1,755584,w4,8,73
category_3,1081069,w4,8,18
category_2,87046,w4,8,7
category_2,1090240,w4,8,29
category_2,1105018,w4,8,4
category_2,999403,w4,8,8
category_1,839356,w4,8,38
category_2,1006099,w4,8,2
category_2,65788,w4,8,8
category_2,59749,w4,8,28
category_1,43738,w4,8,12
category_1,17287,w4,8,20
category_1,1058713,w4,8,40
category_2,865933,w4,8,5
category_3,1081087,w4,8,31
category_4,1003192,w4,8,24
category_1,1067119,w4,8,14
category_1,1050046,w4,8,37
category_2,1010068,w4,8,11
category_2,1071124,w4,8,15
category_1,416212,w4,8,10
category_3,893824,w4,8,38
category_2,267496,w4,8,2
category_3,1081060,w4,8,81
category_4,872260,w4,8,7
category_2,211309,w4,8,25
category_2,1006009,w4,8,6
category_1,145330,w4,8,10
category_2,877624,w4,8,21
category_2,138742,w4,8,25
category_2,57058,w4,8,4
category_4,1003156,w4,8,34
category_4,1024810,w4,8,50
category_1,142756,w4,8,28
category_2,75886,w4,8,3
category_3,1064572,w4,8,15
category_2,906586,w4,8,7
category_1,1081321,w4,8,9
category_1,145978,w4,8,30
category_2,1026871,w4,8,10
category_2,1090258,w4,8,4
category_1,1067128,w4,8,5
category_2,262384,w4,8,15
category_3,1101661,w4,8,45
category_1,1048975,w4,8,25
category_1,1044619,w4,8,31
category_2,1090249,w4,8,50
category_1,1044691,w4,8,22
category_4,123307,w4,8,332
category_2,1101769,w4,8,17
category_2,836152,w4,8,18
category_2,30877,w4,8,50
category_1,1049776,w4,8,17
category_1,35530,w4,8,3
category_2,1101553,w4,8,5
category_2,906595,w4,8,10
category_2,32245,w4,8,40
category_2,745945,w4,8,25
category_2,172582,w4,8,13
category_1,1044682,w4,8,64
category_3,7666,w4,8,30
category_2,174436,w4,8,47
category_4,836584,w4,8,123
category_1,379249,w4,8,43
category_2,1105009,w4,8,17
category_2,23569,w4,8,35
category_1,1068883,w4,8,4
category_2,1006108,w4,8,9
category_2,118033,w4,8,16
category_1,1075651,w4,8,5
category_3,16936,w4,8,34
category_1,42424,w4,8,23
category_4,753613,w4,8,10
category_1,17296,w4,8,540
category_1,36898,w4,8,70
category_1,371239,w4,8,13
category_2,1092184,w4,8,10
category_1,1061341,w4,8,29
category_2,20824,w4,8,140
category_2,837943,w4,8,107
category_2,50785,w4,8,21
category_4,1003183,w4,8,6
category_1,48940,w4,8,18
category_2,39436,w4,8,10
category_2,210868,w4,8,5
category_2,913561,w4,8,10
category_1,43657,w4,8,8
category_2,1101562,w4,8,9
category_2,173617,w4,8,6
category_3,1063600,w4,8,8
category_3,397213,w4,8,9
category_1,1021264,w4,8,14
category_2,1070818,w4,8,16
category_1,1090105,w4,8,2
category_1,1032550,w4,8,3
category_2,815101,w4,8,21
category_2,111436,w4,8,4
category_2,1076929,w4,8,5
category_2,64978,w4,8,3
category_1,1032586,w4,8,12
category_2,1006090,w4,8,19
category_1,839374,w4,8,14
category_1,370195,w4,8,20
category_4,731104,w4,8,29
category_1,59047,w4,8,9
category_1,76399,w4,8,29
category_4,1060909,w4,8,66
category_1,1032559,w4,8,9
category_2,1101571,w4,8,8
category_1,35449,w4,8,5
category_1,1015621,w4,8,3
category_2,225259,w4,8,10
category_2,213802,w4,8,3
category_2,1105027,w4,8,7
category_1,38518,w4,8,12
category_1,1085749,w4,8,9
category_1,35584,w4,8,5
category_1,1044610,w4,8,6
category_2,858886,w4,8,8
category_2,267478,w4,8,5
category_4,1082743,w4,8,12
category_2,86974,w4,8,14
category_1,37510,w4,8,3
category_1,1090114,w4,8,1
category_1,1090294,w4,8,14
category_1,1030948,w4,8,1
category_4,836584,w1,9,296
category_1,1075651,w1,9,11
category_3,37861,w1,9,143
category_1,839374,w1,9,37
category_2,1067092,w1,9,142
category_1,1054978,w1,9,75
category_1,1032586,w1,9,12
category_1,48940,w1,9,18
category_1,35530,w1,9,20
category_4,1003147,w1,9,79
category_1,1050046,w1,9,32
category_2,815101,w1,9,40
category_3,1063600,w1,9,17
category_3,1066570,w1,9,91
category_3,1081087,w1,9,51
category_2,9925,w1,9,12
category_2,1071124,w1,9,15
category_1,1047967,w1,9,87
category_1,839356,w1,9,28
category_2,1006009,w1,9,7
category_2,59749,w1,9,38
category_4,23200,w1,9,108
category_1,1032541,w1,9,47
category_3,1047130,w1,9,75
category_2,99079,w1,9,32
category_1,142756,w1,9,38
category_2,110320,w1,9,50
category_1,42496,w1,9,20
category_1,24136,w1,9,22
category_2,87046,w1,9,5
category_2,1098493,w1,9,8
category_2,838456,w1,9,17
category_2,1101562,w1,9,10
category_2,1010068,w1,9,14
category_2,225259,w1,9,10
category_3,88450,w1,9,115
category_1,36898,w1,9,62
category_2,75886,w1,9,13
category_4,1003183,w1,9,30
category_2,138742,w1,9,22
category_2,1006099,w1,9,6
category_1,38518,w1,9,18
category_2,211309,w1,9,9
category_1,370195,w1,9,48
category_1,1061638,w1,9,71
category_2,837943,w1,9,102
category_2,40759,w1,9,56
category_2,23569,w1,9,21
category_1,119554,w1,9,217
category_4,753613,w1,9,36
category_2,1064473,w1,9,29
category_2,216151,w1,9,15
category_4,872260,w1,9,15
category_2,906586,w1,9,12
category_1,1032532,w1,9,73
category_2,877624,w1,9,25
category_4,731104,w1,9,7
category_2,173617,w1,9,12
category_2,248272,w1,9,24
category_3,169504,w1,9,676
category_2,1070818,w1,9,19
category_2,1070836,w1,9,20
category_2,1105027,w1,9,16
category_2,87559,w1,9,14
category_2,1044502,w1,9,12
category_1,145330,w1,9,9
category_2,399220,w1,9,28
category_3,1064572,w1,9,6
category_2,267478,w1,9,13
category_2,1071106,w1,9,38
category_2,132028,w1,9,225
category_4,1074823,w1,9,393
category_2,836152,w1,9,12
category_4,1003156,w1,9,67
category_4,123307,w1,9,409
category_1,1044682,w1,9,46
category_2,1090276,w1,9,11
category_1,43657,w1,9,5
category_2,1105018,w1,9,7
category_1,35449,w1,9,18
category_2,20824,w1,9,134
category_1,145978,w1,9,44
category_2,906595,w1,9,9
category_2,39436,w1,9,10
category_1,124774,w1,9,20
category_1,43738,w1,9,27
category_3,1097143,w1,9,33
category_1,755584,w1,9,35
category_1,1084498,w1,9,35
category_3,132334,w1,9,42
category_2,1098502,w1,9,9
category_1,86992,w1,9,50
category_2,1090240,w1,9,17
category_1,1061341,w1,9,45
category_1,1030948,w1,9,5
category_1,76399,w1,9,19
category_1,1058713,w1,9,27
category_2,43630,w1,9,27
category_2,836125,w1,9,32
category_1,1032550,w1,9,6
category_2,1103056,w1,9,24
category_2,32245,w1,9,29
category_1,379249,w1,9,38
category_1,416212,w1,9,9
category_4,1060909,w1,9,62
category_2,1067074,w1,9,22
category_3,131983,w1,9,32
category_2,124954,w1,9,23
category_2,30877,w1,9,61
category_2,111436,w1,9,8
category_2,687616,w1,9,22
category_4,1024810,w1,9,53
category_4,245581,w1,9,76
category_1,1081339,w1,9,18
category_2,117610,w1,9,26
category_1,1067119,w1,9,21
category_1,1015621,w1,9,7
category_3,1081060,w1,9,93
category_2,50785,w1,9,24
category_1,17296,w1,9,580
category_3,397213,w1,9,7
category_2,41830,w1,9,28
category_3,7666,w1,9,79
category_2,262384,w1,9,17
category_2,1101769,w1,9,14
category_2,86974,w1,9,11
category_2,174436,w1,9,90
category_1,3418,w1,9,54
category_4,1003192,w1,9,24
category_2,111382,w1,9,16
category_3,1060630,w1,9,43
category_1,42424,w1,9,28
category_3,893824,w1,9,48
category_1,3427,w1,9,42
category_2,1076938,w1,9,7
category_2,745945,w1,9,21
category_1,1044610,w1,9,14
category_2,1026871,w1,9,13
category_1,1081321,w1,9,16
category_2,130993,w1,9,7
category_3,16936,w1,9,151
category_1,1056463,w1,9,30
category_1,1049776,w1,9,28
category_2,213802,w1,9,7
category_2,172033,w1,9,77
category_3,1090024,w1,9,21
category_2,267496,w1,9,11
category_1,371239,w1,9,3
category_2,1006108,w1,9,17
category_1,1044619,w1,9,39
category_1,1021264,w1,9,8
category_2,1105009,w1,9,4
category_2,57058,w1,9,7
category_2,1071115,w1,9,10
category_2,118033,w1,9,12
category_1,1090105,w1,9,8
category_1,1032559,w1,9,10
category_2,858886,w1,9,8
category_2,64978,w1,9,12
category_1,1032568,w1,9,6
category_1,1090294,w1,9,6
category_1,1067128,w1,9,3
category_2,1090249,w1,9,25
category_1,371104,w1,9,5
category_1,1068883,w1,9,4
category_2,172582,w1,9,25
category_2,1006090,w1,9,12
category_2,65788,w1,9,10
category_1,1044691,w1,9,28
category_4,1082743,w1,9,8
category_2,1092184,w1,9,14
category_2,1076920,w1,9,9
category_1,1090114,w1,9,4
category_3,1081078,w1,9,3
category_2,210868,w1,9,6
category_1,1048975,w1,9,6
category_2,865933,w1,9,13
category_2,999403,w1,9,10
category_3,1013335,w1,9,7
category_3,1101661,w1,9,38
category_2,903976,w1,9,25
category_1,1085749,w1,9,10
category_2,913561,w1,9,7
category_3,1081069,w1,9,8
category_2,1101571,w1,9,4
category_2,1101553,w1,9,6
category_1,35584,w1,9,4
category_2,1090258,w1,9,8
category_1,17287,w1,9,10
category_1,37510,w1,9,2
category_1,1090303,w1,9,3
category_2,1076929,w1,9,2
category_1,379249,w2,10,53
category_1,1044619,w2,10,40
category_2,32245,w2,10,46
category_3,1047130,w2,10,54
category_1,1058713,w2,10,43
category_3,1101661,w2,10,27
category_2,1090249,w2,10,18
category_2,111436,w2,10,20
category_2,1071106,w2,10,26
category_2,248272,w2,10,16
category_1,17287,w2,10,24
category_2,836125,w2,10,39
category_3,1090024,w2,10,10
category_1,142756,w2,10,26
category_1,1044610,w2,10,12
category_4,1060909,w2,10,61
category_2,399220,w2,10,35
category_3,7666,w2,10,82
category_2,903976,w2,10,33
category_3,1013335,w2,10,6
category_1,1021264,w2,10,9
category_2,65788,w2,10,15
category_2,124954,w2,10,15
category_1,59047,w2,10,8
category_1,1049776,w2,10,35
category_1,37510,w2,10,4
category_2,877624,w2,10,32
category_2,59749,w2,10,61
category_2,1105027,w2,10,13
category_2,1070836,w2,10,36
category_2,865933,w2,10,25
category_1,755584,w2,10,51
category_2,138742,w2,10,34
category_4,23200,w2,10,163
category_1,35530,w2,10,6
category_2,39436,w2,10,11
category_2,267478,w2,10,12
category_2,836152,w2,10,44
category_1,1032568,w2,10,10
category_2,174436,w2,10,63
category_4,1003192,w2,10,26
category_1,1032586,w2,10,33
category_4,245581,w2,10,74
category_2,30877,w2,10,98
category_2,87559,w2,10,15
category_2,1101769,w2,10,1
category_4,1003147,w2,10,17
category_2,64978,w2,10,9
category_1,370195,w2,10,56
category_1,42496,w2,10,38
category_1,1085749,w2,10,9
category_4,1003183,w2,10,6
category_1,1061638,w2,10,62
category_2,75886,w2,10,15
category_2,173617,w2,10,18
category_2,1105009,w2,10,6
category_2,9925,w2,10,10
category_4,872260,w2,10,4
category_2,838456,w2,10,21
category_1,124774,w2,10,24
category_2,50785,w2,10,10
category_2,1090240,w2,10,28
category_2,1098493,w2,10,5
category_2,1070818,w2,10,7
category_1,1084498,w2,10,42
category_3,37861,w2,10,131
category_4,1003156,w2,10,55
category_2,110320,w2,10,54
category_2,1006009,w2,10,4
category_1,1090303,w2,10,8
category_1,36898,w2,10,85
category_3,1066570,w2,10,36
category_1,17296,w2,10,435
category_1,38518,w2,10,14
category_2,1067074,w2,10,29
category_3,1060630,w2,10,33
category_2,858886,w2,10,19
category_1,1032559,w2,10,13
category_3,1081087,w2,10,42
category_2,906586,w2,10,12
category_1,1061341,w2,10,29
category_1,1032550,w2,10,7
category_3,131983,w2,10,30
category_1,416212,w2,10,13
category_1,86992,w2,10,43
category_2,745945,w2,10,9
category_1,3427,w2,10,57
category_2,913561,w2,10,10
category_4,1024810,w2,10,75
category_2,1006099,w2,10,2
category_2,20824,w2,10,115
category_2,211309,w2,10,12
category_1,1054978,w2,10,42
category_2,1064473,w2,10,45
category_2,132028,w2,10,219
category_3,1081060,w2,10,67
category_2,1092184,w2,10,38
category_2,99079,w2,10,21
category_2,1006090,w2,10,15
category_1,1075651,w2,10,14
category_2,1071124,w2,10,13
category_1,1032541,w2,10,68
category_1,35449,w2,10,11
category_3,88450,w2,10,48
category_3,397213,w2,10,12
category_1,35584,w2,10,7
category_3,16936,w2,10,32
category_2,213802,w2,10,15
category_1,839374,w2,10,28
category_2,40759,w2,10,63
category_1,145330,w2,10,21
category_1,3418,w2,10,69
category_4,1074823,w2,10,42
category_1,48940,w2,10,11
category_3,132334,w2,10,44
category_2,111382,w2,10,16
category_4,731104,w2,10,27
category_3,1081078,w2,10,21
category_1,1067119,w2,10,17
category_2,216151,w2,10,14
category_2,1101553,w2,10,3
category_2,1006108,w2,10,34
category_2,172033,w2,10,12
category_2,1105018,w2,10,8
category_4,836584,w2,10,162
category_2,815101,w2,10,25
category_3,169504,w2,10,604
category_1,1044691,w2,10,27
category_1,1032532,w2,10,74
category_2,1103056,w2,10,19
category_1,145978,w2,10,49
category_3,1097143,w2,10,22
category_3,1063600,w2,10,7
category_2,43630,w2,10,29
category_2,1067092,w2,10,88
category_1,1056463,w2,10,66
category_2,687616,w2,10,19
category_2,1010068,w2,10,64
category_4,753613,w2,10,32
category_2,172582,w2,10,28
category_2,1076920,w2,10,9
category_1,1047967,w2,10,138
category_2,1044502,w2,10,22
category_1,42424,w2,10,33
category_1,1044682,w2,10,45
category_2,837943,w2,10,94
category_4,123307,w2,10,400
category_1,119554,w2,10,166
category_2,267496,w2,10,11
category_2,23569,w2,10,29
category_2,57058,w2,10,3
category_1,1050046,w2,10,19
category_1,24136,w2,10,25
category_2,225259,w2,10,18
category_2,262384,w2,10,17
category_2,117610,w2,10,7
category_2,999403,w2,10,6
category_2,1071115,w2,10,15
category_1,1090114,w2,10,10
category_1,1081321,w2,10,12
category_1,1048975,w2,10,23
category_3,1064572,w2,10,13
category_2,906595,w2,10,9
category_2,1076929,w2,10,1
category_2,1076938,w2,10,10
category_1,839356,w2,10,13
category_3,893824,w2,10,50
category_1,76399,w2,10,25
category_2,1090276,w2,10,9
category_2,41830,w2,10,14
category_1,371239,w2,10,21
category_1,1030948,w2,10,5
category_2,1026871,w2,10,9
category_1,1081339,w2,10,14
category_2,1098502,w2,10,9
category_2,130993,w2,10,7
category_1,1090294,w2,10,11
category_1,43738,w2,10,17
category_1,1067128,w2,10,8
category_1,371104,w2,10,24
category_1,1015621,w2,10,1
category_2,210868,w2,10,14
category_3,1081069,w2,10,15
category_2,1090258,w2,10,92
category_1,43657,w2,10,9
category_2,118033,w2,10,11
category_1,1068883,w2,10,9
category_2,1101571,w2,10,3
category_1,1090105,w2,10,7
category_4,1082743,w2,10,16
category_2,86974,w2,10,8
category_2,87046,w2,10,7
category_1,1090294,w3,11,10
category_1,755584,w3,11,20
category_1,35449,w3,11,27
category_2,87046,w3,11,17
category_1,35584,w3,11,8
category_2,211309,w3,11,12
category_2,1026871,w3,11,10
category_2,59749,w3,11,70
category_2,865933,w3,11,25
category_1,1044682,w3,11,71
category_2,20824,w3,11,122
category_2,1105018,w3,11,6
category_1,42496,w3,11,102
category_1,1068883,w3,11,9
category_3,131983,w3,11,39
category_2,32245,w3,11,38
category_3,1063600,w3,11,9
category_2,30877,w3,11,103
category_2,837943,w3,11,96
category_3,88450,w3,11,99
category_2,1090240,w3,11,131
category_1,839356,w3,11,46
category_2,906595,w3,11,7
category_2,130993,w3,11,12
category_1,1047967,w3,11,86
category_2,117610,w3,11,4
category_2,267496,w3,11,15
category_4,731104,w3,11,9
category_4,1003183,w3,11,15
category_2,248272,w3,11,13
category_2,999403,w3,11,6
category_1,1032550,w3,11,11
category_3,1047130,w3,11,37
category_1,38518,w3,11,28
category_2,110320,w3,11,53
category_2,39436,w3,11,10
category_2,118033,w3,11,8
category_4,23200,w3,11,195
category_2,213802,w3,11,11
category_1,86992,w3,11,54
category_3,1081087,w3,11,13
category_1,59047,w3,11,12
category_1,145978,w3,11,31
category_2,1071106,w3,11,14
category_2,913561,w3,11,15
category_2,124954,w3,11,14
category_4,245581,w3,11,104
category_2,687616,w3,11,23
category_2,43630,w3,11,39
category_1,1032541,w3,11,166
