CategoryCode,ItemCode,Week,WeekID,DiscountValue,DiscountedPrice,SellingPrice,OnPromotion,WeeklySales
category_2,64978,w4,20,,,,0,6
category_2,65788,w1,1,0.1,207.0,230.0,1,50
category_2,65788,w2,2,0.1,207.0,230.0,1,51
category_2,65788,w3,3,0.1,207.0,230.0,1,57
category_2,65788,w4,4,0.1,207.0,230.0,1,51
category_2,65788,w1,5,,,,0,4
category_2,65788,w2,6,,,,0,6
category_2,65788,w3,7,,,,0,12
category_2,65788,w4,8,,,,0,7
category_2,65788,w1,9,,,,0,16
category_2,65788,w2,10,,,,0,10
category_2,65788,w3,11,,,,0,17
category_2,65788,w4,12,,,,0,8
category_2,65788,w1,13,,,,0,10
category_2,65788,w2,14,,,,0,9
category_2,65788,w3,15,,,,0,12
category_2,65788,w4,16,,,,0,10
category_2,65788,w1,17,,,,0,12
category_2,65788,w2,18,,,,0,12
category_2,65788,w3,19,,,,0,7
category_2,65788,w4,20,,,,0,13
category_2,75886,w1,1,,,,0,17
category_2,75886,w2,2,,,,0,6
category_2,75886,w3,3,,,,0,8
category_2,75886,w4,4,,,,0,13
category_2,75886,w1,5,,,,0,4
category_2,75886,w2,6,,,,0,9
category_2,75886,w3,7,,,,0,4
category_2,75886,w4,8,,,,0,9
category_2,75886,w1,9,,,,0,17
category_2,75886,w2,10,,,,0,8
category_2,75886,w3,11,,,,0,13
category_2,75886,w4,12,,,,0,14
category_2,75886,w1,13,,,,0,1
category_2,75886,w2,14,,,,0,17
category_2,75886,w3,15,,,,0,13
category_2,75886,w4,16,,,,0,0
category_2,75886,w1,17,,,,0,0
category_2,75886,w2,18,,,,0,13
category_2,75886,w3,19,,,,0,11
category_2,75886,w4,20,,,,0,11
category_1,76399,w1,1,,,,0,29
category_1,76399,w2,2,,,,0,9
category_1,76399,w3,3,,,,0,29
category_1,76399,w4,4,,,,0,24
category_1,76399,w1,5,,,,0,18
category_1,76399,w2,6,,,,0,29
category_1,76399,w3,7,,,,0,32
category_1,76399,w4,8,,,,0,18
category_1,76399,w1,9,,,,0,20
category_1,76399,w2,10,,,,0,25
category_1,76399,w3,11,,,,0,10
category_1,76399,w4,12,,,,0,50
category_1,76399,w1,13,,,,0,34
category_1,76399,w2,14,,,,0,28
category_1,76399,w3,15,,,,0,49
category_1,76399,w4,16,,,,0,66
category_1,76399,w1,17,,,,0,33
category_1,76399,w2,18,,,,0,49
category_1,76399,w3,19,,,,0,0
category_1,76399,w4,20,,,,0,0
category_2,86974,w1,1,,,,0,28
category_2,86974,w2,2,,,,0,15
category_2,86974,w3,3,,,,0,8
category_2,86974,w4,4,,,,0,0
category_2,86974,w1,5,,,,0,14
category_2,86974,w2,6,,,,0,23
category_2,86974,w3,7,,,,0,0
category_2,86974,w4,8,,,,0,25
category_2,86974,w1,9,,,,0,0
category_2,86974,w2,10,,,,0,30
category_2,86974,w3,11,,,,0,13
category_2,86974,w4,12,,,,0,23
category_2,86974,w1,13,,,,0,32
category_2,86974,w2,14,,,,0,35
category_2,86974,w3,15,,,,0,36
category_2,86974,w4,16,,,,0,32
category_2,86974,w1,17,,,,0,3
category_2,86974,w2,18,,,,0,18
category_2,86974,w3,19,,,,0,5
category_2,86974,w4,20,,,,0,4
category_1,86992,w1,1,,,,0,26
category_1,86992,w2,2,,,,0,37
category_1,86992,w3,3,,,,0,39
category_1,86992,w4,4,,,,0,35
category_1,86992,w1,5,,,,0,42
category_1,86992,w2,6,,,,0,46
category_1,86992,w3,7,,,,0,48
category_1,86992,w4,8,,,,0,49
category_1,86992,w1,9,,,,0,49
category_1,86992,w2,10,,,,0,48
category_1,86992,w3,11,,,,0,72
category_1,86992,w4,12,,,,0,52
category_1,86992,w1,13,,,,0,54
category_1,86992,w2,14,,,,0,66
category_1,86992,w3,15,,,,0,41
category_1,86992,w4,16,,,,0,78
category_1,86992,w1,17,,,,0,70
category_1,86992,w2,18,,,,0,80
category_1,86992,w3,19,,,,0,83
category_1,86992,w4,20,,,,0,79
category_2,87046,w1,1,,,,0,10
category_2,87046,w2,2,,,,0,6
category_2,87046,w3,3,,,,0,3
category_2,87046,w4,4,,,,0,0
category_2,87046,w1,5,,,,0,5
category_2,87046,w2,6,,,,0,15
category_2,87046,w3,7,,,,0,8
category_2,87046,w4,8,,,,0,10
category_2,87046,w1,9,,,,0,0
category_2,87046,w2,10,,,,0,17
category_2,87046,w3,11,,,,0,11
category_2,87046,w4,12,,,,0,15
category_2,87046,w1,13,,,,0,20
category_2,87046,w2,14,,,,0,12
category_2,87046,w3,15,,,,0,8
category_2,87046,w4,16,,,,0,15
category_2,87046,w1,17,,,,0,3
category_2,87046,w2,18,,,,0,0
category_2,87046,w3,19,,,,0,0
category_2,87046,w4,20,,,,0,4
category_2,87559,w1,1,,,,0,21
category_2,87559,w2,2,,,,0,22
category_2,87559,w3,3,,,,0,18
category_2,87559,w4,4,,,,0,17
category_2,87559,w1,5,,,,0,17
category_2,87559,w2,6,,,,0,12
category_2,87559,w3,7,,,,0,20
category_2,87559,w4,8,,,,0,18
category_2,87559,w1,9,,,,0,19
category_2,87559,w2,10,,,,0,12
category_2,87559,w3,11,,,,0,21
category_2,87559,w4,12,,,,0,58
category_2,87559,w1,13,,,,0,27
category_2,87559,w2,14,,,,0,54
category_2,87559,w3,15,,,,0,29
category_2,87559,w4,16,,,,0,25
category_2,87559,w1,17,,,,0,25
category_2,87559,w2,18,,,,0,32
category_2,87559,w3,19,,,,0,26
category_2,87559,w4,20,,,,0,23
category_3,88450,w1,1,,,,0,135
category_3,88450,w2,2,,,,0,92
category_3,88450,w3,3,,,,0,97
category_3,88450,w4,4,,,,0,75
category_3,88450,w1,5,,,,0,197
category_3,88450,w2,6,,,,0,124
category_3,88450,w3,7,,,,0,94
category_3,88450,w4,8,,,,0,109
category_3,88450,w1,9,,,,0,75
category_3,88450,w2,10,,,,0,93
category_3,88450,w3,11,,,,0,68
category_3,88450,w4,12,,,,0,52
category_3,88450,w1,13,,,,0,150
category_3,88450,w2,14,,,,0,50
category_3,88450,w3,15,,,,0,72
category_3,88450,w4,16,,,,0,78
category_3,88450,w1,17,,,,0,106
category_3,88450,w2,18,,,,0,70
category_3,88450,w3,19,,,,0,101
category_3,88450,w4,20,,,,0,78
category_2,99079,w1,1,,,,0,23
category_2,99079,w2,2,,,,0,13
category_2,99079,w3,3,,,,0,13
category_2,99079,w4,4,,,,0,18
category_2,99079,w1,5,,,,0,26
category_2,99079,w2,6,,,,0,18
category_2,99079,w3,7,,,,0,17
category_2,99079,w4,8,,,,0,16
category_2,99079,w1,9,,,,0,37
category_2,99079,w2,10,,,,0,15
category_2,99079,w3,11,,,,0,17
category_2,99079,w4,12,,,,0,26
category_2,99079,w1,13,,,,0,20
category_2,99079,w2,14,,,,0,30
category_2,99079,w3,15,,,,0,18
category_2,99079,w4,16,,,,0,34
category_2,99079,w1,17,,,,0,14
category_2,99079,w2,18,,,,0,15
category_2,99079,w3,19,,,,0,15
category_2,99079,w4,20,,,,0,17
category_2,110320,w1,1,,,,0,30
category_2,110320,w2,2,,,,0,39
category_2,110320,w3,3,,,,0,31
category_2,110320,w4,4,,,,0,28
category_2,110320,w1,5,,,,0,57
category_2,110320,w2,6,,,,0,39
category_2,110320,w3,7,,,,0,42
category_2,110320,w4,8,,,,0,37
category_2,110320,w1,9,,,,0,51
category_2,110320,w2,10,,,,0,73
category_2,110320,w3,11,,,,0,37
category_2,110320,w4,12,,,,0,63
category_2,110320,w1,13,,,,0,41
category_2,110320,w2,14,,,,0,44
category_2,110320,w3,15,,,,0,63
category_2,110320,w4,16,,,,0,44
category_2,110320,w1,17,,,,0,58
category_2,110320,w2,18,,,,0,34
category_2,110320,w3,19,,,,0,24
category_2,110320,w4,20,,,,0,26
category_2,111382,w1,1,,,,0,22
category_2,111382,w2,2,,,,0,18
category_2,111382,w3,3,,,,0,20
category_2,111382,w4,4,,,,0,17
category_2,111382,w1,5,,,,0,6
category_2,111382,w2,6,,,,0,20
category_2,111382,w3,7,,,,0,12
category_2,111382,w4,8,,,,0,8
category_2,111382,w1,9,,,,0,19
category_2,111382,w2,10,,,,0,21
category_2,111382,w3,11,,,,0,7
category_2,111382,w4,12,,,,0,4
category_2,111382,w1,13,,,,0,20
category_2,111382,w2,14,,,,0,8
category_2,111382,w3,15,,,,0,12
category_2,111382,w4,16,,,,0,8
category_2,111382,w1,17,,,,0,8
category_2,111382,w2,18,,,,0,17
category_2,111382,w3,19,,,,0,7
category_2,111382,w4,20,,,,0,10
category_2,111436,w1,1,,,,0,7
category_2,111436,w2,2,,,,0,10
category_2,111436,w3,3,,,,0,7
category_2,111436,w4,4,,,,0,5
category_2,111436,w1,5,,,,0,3
category_2,111436,w2,6,,,,0,7
category_2,111436,w3,7,,,,0,1
category_2,111436,w4,8,,,,0,9
category_2,111436,w1,9,,,,0,9
category_2,111436,w2,10,,,,0,23
category_2,111436,w3,11,,,,0,12
category_2,111436,w4,12,,,,0,11
category_2,111436,w1,13,,,,0,10
category_2,111436,w2,14,,,,0,13
category_2,111436,w3,15,,,,0,13
category_2,111436,w4,16,,,,0,13
category_2,111436,w1,17,,,,0,13
category_2,111436,w2,18,,,,0,12
category_2,111436,w3,19,,,,0,8
category_2,111436,w4,20,,,,0,5
category_2,117610,w1,1,,,,0,12
category_2,117610,w2,2,,,,0,10
category_2,117610,w3,3,,,,0,8
category_2,117610,w4,4,,,,0,19
category_2,117610,w1,5,0.1,243.0,270.0,1,55
category_2,117610,w2,6,0.1,243.0,270.0,1,56
category_2,117610,w3,7,0.1,243.0,270.0,1,8
category_2,117610,w4,8,0.1,243.0,270.0,1,32
category_2,117610,w1,9,,,,0,12
category_2,117610,w2,10,,,,0,5
category_2,117610,w3,11,,,,0,28
category_2,117610,w4,12,,,,0,7
category_2,117610,w1,13,,,,0,5
category_2,117610,w2,14,,,,0,13
category_2,117610,w3,15,,,,0,7
category_2,117610,w4,16,,,,0,8
category_2,117610,w1,17,,,,0,8
category_2,117610,w2,18,,,,0,11
category_2,117610,w3,19,,,,0,7
category_2,117610,w4,20,,,,0,5
category_2,118033,w1,1,,,,0,13
category_2,118033,w2,2,,,,0,9
category_2,118033,w3,3,,,,0,11
category_2,118033,w4,4,,,,0,15
category_2,118033,w1,5,,,,0,10
category_2,118033,w2,6,,,,0,14
category_2,118033,w3,7,,,,0,17
category_2,118033,w4,8,,,,0,13
category_2,118033,w1,9,,,,0,5
category_2,118033,w2,10,,,,0,12
category_2,118033,w3,11,,,,0,13
category_2,118033,w4,12,,,,0,14
category_2,118033,w1,13,,,,0,9
category_2,118033,w2,14,,,,0,44
category_2,118033,w3,15,,,,0,24
category_2,118033,w4,16,,,,0,12
category_2,118033,w1,17,,,,0,18
category_2,118033,w2,18,,,,0,21
category_2,118033,w3,19,,,,0,11
category_2,118033,w4,20,,,,0,9
category_1,119554,w1,1,,,,0,89
category_1,119554,w2,2,,,,0,129
category_1,119554,w3,3,,,,0,100
category_1,119554,w4,4,,,,0,124
category_1,119554,w1,5,,,,0,128
category_1,119554,w2,6,,,,0,126
category_1,119554,w3,7,,,,0,137
category_1,119554,w4,8,,,,0,173
category_1,119554,w1,9,0.15,68.0,80.0,1,195
category_1,119554,w2,10,0.15,68.0,80.0,1,151
category_1,119554,w3,11,0.15,68.0,80.0,1,205
category_1,119554,w4,12,0.15,68.0,80.0,1,188
category_1,119554,w1,13,0.15,68.0,80.0,1,149
category_1,119554,w2,14,,,,0,264
category_1,119554,w3,15,,,,0,173
category_1,119554,w4,16,,,,0,209
category_1,119554,w1,17,,,,0,153
category_1,119554,w2,18,,,,0,201
category_1,119554,w3,19,,,,0,152
category_1,119554,w4,20,,,,0,102
category_4,123307,w1,1,,,,0,569
category_4,123307,w2,2,,,,0,542
category_4,123307,w3,3,,,,0,403
category_4,123307,w4,4,,,,0,535
category_4,123307,w1,5,,,,0,369
category_4,123307,w2,6,,,,0,399
category_4,123307,w3,7,,,,0,313
category_4,123307,w4,8,,,,0,381
category_4,123307,w1,9,,,,0,412
category_4,123307,w2,10,,,,0,395
category_4,123307,w3,11,,,,0,454
category_4,123307,w4,12,,,,0,679
category_4,123307,w1,13,,,,0,655
category_4,123307,w2,14,,,,0,667
category_4,123307,w3,15,,,,0,606
category_4,123307,w4,16,,,,0,563
category_4,123307,w1,17,,,,0,468
category_4,123307,w2,18,,,,0,223
category_4,123307,w3,19,,,,0,409
category_4,123307,w4,20,,,,0,606
category_1,124774,w1,1,,,,0,13
category_1,124774,w2,2,,,,0,24
category_1,124774,w3,3,,,,0,34
category_1,124774,w4,4,,,,0,20
category_1,124774,w1,5,,,,0,16
category_1,124774,w2,6,,,,0,18
category_1,124774,w3,7,,,,0,22
category_1,124774,w4,8,,,,0,27
category_1,124774,w1,9,,,,0,21
category_1,124774,w2,10,,,,0,29
category_1,124774,w3,11,,,,0,22
category_1,124774,w4,12,,,,0,38
category_1,124774,w1,13,,,,0,27
category_1,124774,w2,14,,,,0,18
category_1,124774,w3,15,,,,0,45
category_1,124774,w4,16,,,,0,28
category_1,124774,w1,17,,,,0,10
category_1,124774,w2,18,,,,0,0
category_1,124774,w3,19,,,,0,0
category_1,124774,w4,20,,,,0,22
category_2,124954,w1,1,,,,0,13
category_2,124954,w2,2,,,,0,13
category_2,124954,w3,3,,,,0,15
category_2,124954,w4,4,,,,0,17
category_2,124954,w1,5,0.15,178.5,210.0,1,38
category_2,124954,w2,6,0.15,178.5,210.0,1,44
category_2,124954,w3,7,0.15,178.5,210.0,1,46
category_2,124954,w4,8,0.15,178.5,210.0,1,26
category_2,124954,w1,9,,,,0,21
category_2,124954,w2,10,,,,0,15
category_2,124954,w3,11,,,,0,14
category_2,124954,w4,12,,,,0,18
category_2,124954,w1,13,,,,0,14
category_2,124954,w2,14,0.05,199.5,210.0,1,20
category_2,124954,w3,15,,,,0,16
category_2,124954,w4,16,0.05,199.5,210.0,1,8
category_2,124954,w1,17,0.05,199.5,210.0,1,19
category_2,124954,w2,18,0.1,189.0,210.0,1,34
category_2,124954,w3,19,0.1,189.0,210.0,1,26
category_2,124954,w4,20,0.1,189.0,210.0,1,34
category_2,130993,w1,1,,,,0,14
category_2,130993,w2,2,,,,0,16
category_2,130993,w3,3,,,,0,14
category_2,130993,w4,4,,,,0,5
category_2,130993,w1,5,,,,0,46
category_2,130993,w2,6,,,,0,7
category_2,130993,w3,7,0.15,59.5,70.0,1,64
category_2,130993,w4,8,,,,0,9
category_2,130993,w1,9,,,,0,11
category_2,130993,w2,10,,,,0,8
category_2,130993,w3,11,,,,0,10
category_2,130993,w4,12,,,,0,6
category_2,130993,w1,13,,,,0,30
category_2,130993,w2,14,,,,0,14
category_2,130993,w3,15,,,,0,10
category_2,130993,w4,16,0.1,63.0,70.0,1,42
category_2,130993,w1,17,,,,0,12
category_2,130993,w2,18,,,,0,10
category_2,130993,w3,19,,,,0,12
category_2,130993,w4,20,0.1,63.0,70.0,1,66
category_3,131983,w1,1,,,,0,43
category_3,131983,w2,2,,,,0,40
category_3,131983,w3,3,,,,0,42
category_3,131983,w4,4,,,,0,22
category_3,131983,w1,5,,,,0,27
category_3,131983,w2,6,,,,0,26
category_3,131983,w3,7,,,,0,48
category_3,131983,w4,8,,,,0,37
category_3,131983,w1,9,,,,0,38
category_3,131983,w2,10,,,,0,25
category_3,131983,w3,11,,,,0,36
category_3,131983,w4,12,,,,0,47
category_3,131983,w1,13,,,,0,45
category_3,131983,w2,14,,,,0,45
category_3,131983,w3,15,,,,0,29
category_3,131983,w4,16,,,,0,13
category_3,131983,w1,17,,,,0,44
category_3,131983,w2,18,,,,0,35
category_3,131983,w3,19,,,,0,37
category_3,131983,w4,20,,,,0,27
category_2,132028,w1,1,,,,0,184
category_2,132028,w2,2,,,,0,116
category_2,132028,w3,3,,,,0,124
category_2,132028,w4,4,,,,0,141
category_2,132028,w1,5,0.1,40.5,45.0,1,213
category_2,132028,w2,6,,,,0,139
category_2,132028,w3,7,,,,0,165
category_2,132028,w4,8,,,,0,213
category_2,132028,w1,9,,,,0,228
category_2,132028,w2,10,0.1,45.0,50.0,1,133
category_2,132028,w3,11,,,,0,125
category_2,132028,w4,12,,,,0,131
category_2,132028,w1,13,,,,0,106
category_2,132028,w2,14,,,,0,91
category_2,132028,w3,15,,,,0,175
category_2,132028,w4,16,,,,0,118
category_2,132028,w1,17,0.1,45.0,50.0,1,295
category_2,132028,w2,18,,,,0,132
category_2,132028,w3,19,,,,0,135
category_2,132028,w4,20,,,,0,118
category_3,132334,w1,1,0.1,171.0,190.0,1,19
category_3,132334,w2,2,0.1,171.0,190.0,1,22
category_3,132334,w3,3,0.1,171.0,190.0,1,10
category_3,132334,w4,4,0.1,171.0,190.0,1,11
category_3,132334,w1,5,,,,0,9
category_3,132334,w2,6,,,,0,14
category_3,132334,w3,7,,,,0,15
category_3,132334,w4,8,,,,0,23
category_3,132334,w1,9,0.1,171.0,190.0,1,48
category_3,132334,w2,10,0.1,171.0,190.0,1,46
category_3,132334,w3,11,0.1,171.0,190.0,1,28
category_3,132334,w4,12,0.1,171.0,190.0,1,35
category_3,132334,w1,13,0.1,171.0,190.0,1,23
category_3,132334,w2,14,,,,0,44
category_3,132334,w3,15,,,,0,12
category_3,132334,w4,16,,,,0,37
category_3,132334,w1,17,,,,0,12
category_3,132334,w2,18,,,,0,16
category_3,132334,w3,19,,,,0,11
category_3,132334,w4,20,,,,0,15
category_2,138742,w1,1,,,,0,38
category_2,138742,w2,2,,,,0,13
category_2,138742,w3,3,,,,0,21
category_2,138742,w4,4,,,,0,25
category_2,138742,w1,5,,,,0,24
category_2,138742,w2,6,,,,0,27
category_2,138742,w3,7,,,,0,20
category_2,138742,w4,8,,,,0,18
category_2,138742,w1,9,,,,0,39
category_2,138742,w2,10,,,,0,22
category_2,138742,w3,11,,,,0,21
category_2,138742,w4,12,,,,0,37
category_2,138742,w1,13,,,,0,22
category_2,138742,w2,14,,,,0,16
category_2,138742,w3,15,,,,0,23
category_2,138742,w4,16,,,,0,25
category_2,138742,w1,17,,,,0,33
category_2,138742,w2,18,,,,0,19
category_2,138742,w3,19,,,,0,20
category_2,138742,w4,20,,,,0,27
category_1,142756,w1,1,,,,0,30
category_1,142756,w2,2,,,,0,38
category_1,142756,w3,3,,,,0,50
category_1,142756,w4,4,,,,0,37
category_1,142756,w1,5,,,,0,17
category_1,142756,w2,6,,,,0,37
category_1,142756,w3,7,,,,0,38
category_1,142756,w4,8,,,,0,42
category_1,142756,w1,9,,,,0,15
category_1,142756,w2,10,,,,0,25
category_1,142756,w3,11,,,,0,37
category_1,142756,w4,12,,,,0,54
category_1,142756,w1,13,,,,0,25
category_1,142756,w2,14,,,,0,38
category_1,142756,w3,15,,,,0,51
category_1,142756,w4,16,,,,0,53
category_1,142756,w1,17,,,,0,73
category_1,142756,w2,18,,,,0,30
category_1,142756,w3,19,,,,0,75
category_1,142756,w4,20,,,,0,37
category_1,145330,w1,1,,,,0,13
category_1,145330,w2,2,,,,0,8
category_1,145330,w3,3,,,,0,23
category_1,145330,w4,4,,,,0,6
category_1,145330,w1,5,,,,0,6
category_1,145330,w2,6,,,,0,6
category_1,145330,w3,7,,,,0,11
category_1,145330,w4,8,,,,0,8
category_1,145330,w1,9,,,,0,6
category_1,145330,w2,10,,,,0,27
category_1,145330,w3,11,,,,0,16
category_1,145330,w4,12,,,,0,21
category_1,145330,w1,13,,,,0,20
category_1,145330,w2,14,,,,0,15
category_1,145330,w3,15,,,,0,15
category_1,145330,w4,16,,,,0,11
category_1,145330,w1,17,,,,0,13
category_1,145330,w2,18,,,,0,16
category_1,145330,w3,19,,,,0,7
category_1,145330,w4,20,,,,0,14
category_1,145978,w1,1,,,,0,29
category_1,145978,w2,2,,,,0,47
category_1,145978,w3,3,,,,0,28
category_1,145978,w4,4,,,,0,34
category_1,145978,w1,5,,,,0,35
category_1,145978,w2,6,,,,0,15
category_1,145978,w3,7,,,,0,30
category_1,145978,w4,8,,,,0,43
category_1,145978,w1,9,,,,0,34
category_1,145978,w2,10,,,,0,48
category_1,145978,w3,11,,,,0,46
category_1,145978,w4,12,,,,0,51
category_1,145978,w1,13,,,,0,33
category_1,145978,w2,14,,,,0,48
category_1,145978,w3,15,,,,0,43
category_1,145978,w4,16,,,,0,38
category_1,145978,w1,17,,,,0,45
category_1,145978,w2,18,,,,0,42
category_1,145978,w3,19,,,,0,32
category_1,145978,w4,20,,,,0,26
category_3,169504,w1,1,,,,0,824
category_3,169504,w2,2,,,,0,627
category_3,169504,w3,3,,,,0,669
category_3,169504,w4,4,,,,0,636
category_3,169504,w1,5,,,,0,727
category_3,169504,w2,6,,,,0,716
category_3,169504,w3,7,,,,0,690
category_3,169504,w4,8,,,,0,676
category_3,169504,w1,9,,,,0,640
category_3,169504,w2,10,,,,0,669
category_3,169504,w3,11,,,,0,718
category_3,169504,w4,12,,,,0,610
category_3,169504,w1,13,,,,0,653
category_3,169504,w2,14,,,,0,627
category_3,169504,w3,15,,,,0,584
category_3,169504,w4,16,,,,0,487
category_3,169504,w1,17,,,,0,643
category_3,169504,w2,18,,,,0,360
category_3,169504,w3,19,,,,0,310
category_3,169504,w4,20,,,,0,472
category_2,172033,w1,1,,,,0,36
category_2,172033,w2,2,,,,0,37
category_2,172033,w3,3,,,,0,23
category_2,172033,w4,4,,,,0,21
category_2,172033,w1,5,0.1,117.0,130.0,1,99
category_2,172033,w2,6,0.1,117.0,130.0,1,255
category_2,172033,w3,7,0.1,117.0,130.0,1,118
category_2,172033,w4,8,0.1,117.0,130.0,1,80
category_2,172033,w1,9,,,,0,18
category_2,172033,w2,10,,,,0,18
category_2,172033,w3,11,,,,0,15
category_2,172033,w4,12,,,,0,21
category_2,172033,w1,13,,,,0,10
category_2,172033,w2,14,,,,0,7
category_2,172033,w3,15,,,,0,21
category_2,172033,w4,16,,,,0,8
category_2,172033,w1,17,,,,0,12
category_2,172033,w2,18,,,,0,16
category_2,172033,w3,19,,,,0,7
category_2,172033,w4,20,,,,0,6
category_2,172582,w1,1,,,,0,23
category_2,172582,w2,2,,,,0,20
category_2,172582,w3,3,,,,0,15
category_2,172582,w4,4,,,,0,16
category_2,172582,w1,5,,,,0,26
category_2,172582,w2,6,,,,0,10
category_2,172582,w3,7,,,,0,11
category_2,172582,w4,8,,,,0,9
category_2,172582,w1,9,,,,0,28
category_2,172582,w2,10,,,,0,43
category_2,172582,w3,11,,,,0,28
category_2,172582,w4,12,,,,0,14
category_2,172582,w1,13,,,,0,14
category_2,172582,w2,14,,,,0,22
category_2,172582,w3,15,,,,0,24
category_2,172582,w4,16,,,,0,23
category_2,172582,w1,17,,,,0,16
category_2,172582,w2,18,,,,0,16
category_2,172582,w3,19,,,,0,14
category_2,172582,w4,20,,,,0,20
category_2,173617,w1,1,,,,0,17
category_2,173617,w2,2,,,,0,24
category_2,173617,w3,3,,,,0,24
category_2,173617,w4,4,,,,0,19
category_2,173617,w1,5,,,,0,26
category_2,173617,w2,6,,,,0,2
category_2,173617,w3,7,,,,0,5
category_2,173617,w4,8,,,,0,9
category_2,173617,w1,9,,,,0,13
category_2,173617,w2,10,,,,0,19
category_2,173617,w3,11,,,,0,85
category_2,173617,w4,12,,,,0,18
category_2,173617,w1,13,,,,0,40
category_2,173617,w2,14,,,,0,45
category_2,173617,w3,15,,,,0,32
category_2,173617,w4,16,,,,0,17
category_2,173617,w1,17,,,,0,18
category_2,173617,w2,18,,,,0,19
category_2,173617,w3,19,,,,0,14
category_2,173617,w4,20,,,,0,24
category_2,174436,w1,1,,,,0,83
category_2,174436,w2,2,,,,0,45
category_2,174436,w3,3,,,,0,64
category_2,174436,w4,4,,,,0,96
category_2,174436,w1,5,,,,0,52
category_2,174436,w2,6,,,,0,79
category_2,174436,w3,7,,,,0,53
category_2,174436,w4,8,,,,0,70
category_2,174436,w1,9,,,,0,86
category_2,174436,w2,10,,,,0,50
category_2,174436,w3,11,,,,0,47
category_2,174436,w4,12,,,,0,44
category_2,174436,w1,13,,,,0,38
category_2,174436,w2,14,,,,0,38
category_2,174436,w3,15,,,,0,47
category_2,174436,w4,16,,,,0,48
category_2,174436,w1,17,,,,0,39
category_2,174436,w2,18,,,,0,80
category_2,174436,w3,19,,,,0,41
category_2,174436,w4,20,,,,0,77
category_4,210652,w1,1,,,,0,4
category_4,210652,w2,2,,,,0,5
category_4,210652,w3,3,,,,0,3
category_4,210652,w4,4,,,,0,6
category_4,210652,w1,5,,,,0,8
category_4,210652,w2,6,,,,0,14
category_4,210652,w3,7,,,,0,3
category_4,210652,w4,8,,,,0,5
category_4,210652,w1,9,,,,0,9
category_4,210652,w2,10,,,,0,10
category_4,210652,w3,11,,,,0,6
category_4,210652,w4,12,,,,0,5
category_4,210652,w1,13,,,,0,1
category_4,210652,w2,14,,,,0,10
category_4,210652,w3,15,,,,0,14
category_4,210652,w4,16,,,,0,8
category_4,210652,w1,17,,,,0,12
category_4,210652,w2,18,,,,0,8
category_4,210652,w3,19,,,,0,13
category_4,210652,w4,20,,,,0,8
category_2,210868,w1,1,,,,0,8
category_2,210868,w2,2,,,,0,5
category_2,210868,w3,3,,,,0,7
category_2,210868,w4,4,,,,0,4
category_2,210868,w1,5,,,,0,5
category_2,210868,w2,6,,,,0,10
category_2,210868,w3,7,,,,0,2
category_2,210868,w4,8,,,,0,7
category_2,210868,w1,9,,,,0,6
category_2,210868,w2,10,,,,0,13
category_2,210868,w3,11,,,,0,8
category_2,210868,w4,12,,,,0,8
category_2,210868,w1,13,,,,0,8
category_2,210868,w2,14,,,,0,2
category_2,210868,w3,15,,,,0,18
category_2,210868,w4,16,,,,0,13
category_2,210868,w1,17,,,,0,12
category_2,210868,w2,18,,,,0,9
category_2,210868,w3,19,,,,0,9
category_2,210868,w4,20,,,,0,5
category_2,211309,w1,1,,,,0,17
category_2,211309,w2,2,,,,0,19
category_2,211309,w3,3,,,,0,12
category_2,211309,w4,4,,,,0,13
category_2,211309,w1,5,,,,0,11
category_2,211309,w2,6,,,,0,12
category_2,211309,w3,7,,,,0,20
category_2,211309,w4,8,,,,0,16
category_2,211309,w1,9,,,,0,13
category_2,211309,w2,10,,,,0,9
category_2,211309,w3,11,,,,0,15
category_2,211309,w4,12,,,,0,18
category_2,211309,w1,13,,,,0,4
category_2,211309,w2,14,,,,0,9
category_2,211309,w3,15,,,,0,5
category_2,211309,w4,16,,,,0,6
category_2,211309,w1,17,,,,0,25
category_2,211309,w2,18,,,,0,34
category_2,211309,w3,19,,,,0,11
category_2,211309,w4,20,,,,0,20
category_2,213802,w1,1,,,,0,14
category_2,213802,w2,2,,,,0,13
category_2,213802,w3,3,,,,0,10
category_2,213802,w4,4,,,,0,6
category_2,213802,w1,5,,,,0,8
category_2,213802,w2,6,,,,0,8
category_2,213802,w3,7,,,,0,5
category_2,213802,w4,8,,,,0,4
category_2,213802,w1,9,,,,0,9
category_2,213802,w2,10,,,,0,16
category_2,213802,w3,11,,,,0,8
category_2,213802,w4,12,,,,0,13
category_2,213802,w1,13,,,,0,3
category_2,213802,w2,14,,,,0,7
category_2,213802,w3,15,,,,0,9
category_2,213802,w4,16,,,,0,9
category_2,213802,w1,17,,,,0,6
category_2,213802,w2,18,,,,0,17
category_2,213802,w3,19,,,,0,8
category_2,213802,w4,20,,,,0,6
category_2,216151,w1,1,,,,0,13
category_2,216151,w2,2,,,,0,18
category_2,216151,w3,3,,,,0,19
category_2,216151,w4,4,,,,0,14
category_2,216151,w1,5,,,,0,11
category_2,216151,w2,6,,,,0,25
category_2,216151,w3,7,,,,0,16
category_2,216151,w4,8,,,,0,20
category_2,216151,w1,9,,,,0,15
category_2,216151,w2,10,,,,0,17
category_2,216151,w3,11,,,,0,18
category_2,216151,w4,12,,,,0,16
